ts_code,name,call_put,exercise_price,list_date,delist_date,trade_date,exchange,pre_settle,pre_close,open,high,low,close,settle,vol,amount,oi,expire_date,days_to_expire,price_diff
10006771.SH,南方中证500ETF期权2409认购5.413,C,5.413,20240125,20240925,2024-03-29,SSE,0.2101,0.2101,0.2178,0.2375,0.2029,0.2274,0.2274,1762.0,384.544,5812.0,2024-09-25,180,0.041999999999999815
10006956.SH,南方中证500ETF期权2404认购5.50,C,5.5,20240229,20240424,2024-04-01,SSE,0.0655,0.0655,0.0726,0.1124,0.0726,0.1061,0.1061,190964.0,18293.2112,88002.0,2024-04-24,23,0.016000000000000014
10007076.SH,南方中证500ETF期权2405认购5.413,C,5.413,20240328,20240522,2024-04-01,SSE,0.1085,0.1084,0.1198,0.1606,0.1114,0.1557,0.1557,12057.0,1708.4382,6444.0,2024-05-22,51,0.07099999999999973
10006207.SH,南方中证500ETF期权2406认购5.413,C,5.413,20231026,20240626,2024-04-01,SSE,0.16,0.16,0.1664,0.2162,0.1664,0.2107,0.2107,5526.0,1089.1292,15379.0,2024-06-26,86,0.07099999999999973
10006771.SH,南方中证500ETF期权2409认购5.413,C,5.413,20240125,20240925,2024-04-01,SSE,0.2274,0.2274,0.2396,0.2962,0.2396,0.29,0.29,2215.0,608.9964,5829.0,2024-09-25,177,0.07099999999999973
10006956.SH,南方中证500ETF期权2404认购5.50,C,5.5,20240229,20240424,2024-04-02,SSE,0.1061,0.1061,0.109,0.1101,0.0812,0.0919,0.0919,154850.0,14306.9323,89114.0,2024-04-24,22,0.038000000000000256
10007076.SH,南方中证500ETF期权2405认购5.413,C,5.413,20240328,20240522,2024-04-02,SSE,0.1557,0.1557,0.153,0.1574,0.1293,0.1398,0.1398,6673.0,936.5103,6081.0,2024-05-22,50,0.04899999999999949
10006207.SH,南方中证500ETF期权2406认购5.413,C,5.413,20231026,20240626,2024-04-02,SSE,0.2107,0.2107,0.2059,0.214,0.1856,0.1957,0.1958,2846.0,560.1722,15394.0,2024-06-26,85,0.04899999999999949
10006771.SH,南方中证500ETF期权2409认购5.413,C,5.413,20240125,20240925,2024-04-02,SSE,0.29,0.29,0.29,0.2938,0.265,0.2761,0.2774,1396.0,392.3021,6461.0,2024-09-25,176,0.04899999999999949
10006956.SH,南方中证500ETF期权2404认购5.50,C,5.5,20240229,20240424,2024-04-03,SSE,0.0919,0.0919,0.0902,0.0931,0.078,0.0833,0.0833,154029.0,13084.1274,90888.0,2024-04-24,21,0.04100000000000037
10007076.SH,南方中证500ETF期权2405认购5.413,C,5.413,20240328,20240522,2024-04-03,SSE,0.1398,0.1398,0.137,0.141,0.1261,0.1331,0.1331,8344.0,1116.7143,6297.0,2024-05-22,49,0.045999999999999375
10006207.SH,南方中证500ETF期权2406认购5.413,C,5.413,20231026,20240626,2024-04-03,SSE,0.1958,0.1957,0.1936,0.1952,0.1811,0.1882,0.1882,4394.0,827.5682,13882.0,2024-06-26,84,0.045999999999999375
10006771.SH,南方中证500ETF期权2409认购5.413,C,5.413,20240125,20240925,2024-04-03,SSE,0.2774,0.2761,0.2711,0.2758,0.2598,0.2708,0.2708,747.0,200.6715,5723.0,2024-09-25,175,0.045999999999999375
10006956.SH,南方中证500ETF期权2404认购5.50,C,5.5,20240229,20240424,2024-04-08,SSE,0.0833,0.0833,0.0788,0.0788,0.0398,0.0407,0.0407,197503.0,11928.2189,106052.0,2024-04-24,16,0.12100000000000044
10007076.SH,南方中证500ETF期权2405认购5.413,C,5.413,20240328,20240522,2024-04-08,SSE,0.1331,0.1331,0.1269,0.13,0.086,0.0871,0.0871,16425.0,1788.6182,9739.0,2024-05-22,44,0.034000000000000696
10006207.SH,南方中证500ETF期权2406认购5.413,C,5.413,20231026,20240626,2024-04-08,SSE,0.1882,0.1882,0.185,0.1857,0.1391,0.1404,0.1404,5519.0,901.8706,13936.0,2024-06-26,79,0.034000000000000696
10006771.SH,南方中证500ETF期权2409认购5.413,C,5.413,20240125,20240925,2024-04-08,SSE,0.2708,0.2708,0.2602,0.2672,0.224,0.2241,0.2241,1257.0,314.7811,5775.0,2024-09-25,170,0.034000000000000696
10006956.SH,南方中证500ETF期权2404认购5.50,C,5.5,20240229,20240424,2024-04-09,SSE,0.0407,0.0407,0.0409,0.0549,0.0396,0.0512,0.0512,174478.0,8265.2305,102526.0,2024-04-24,15,0.07599999999999962
10007076.SH,南方中证500ETF期权2405认购5.413,C,5.413,20240328,20240522,2024-04-09,SSE,0.0871,0.0871,0.0844,0.1041,0.084,0.1001,0.1001,14030.0,1326.271,9720.0,2024-05-22,43,0.01100000000000012
10006207.SH,南方中证500ETF期权2406认购5.413,C,5.413,20231026,20240626,2024-04-09,SSE,0.1404,0.1404,0.1448,0.1614,0.14,0.1562,0.1562,4938.0,744.6523,14296.0,2024-06-26,78,0.01100000000000012
10006771.SH,南方中证500ETF期权2409认购5.413,C,5.413,20240125,20240925,2024-04-09,SSE,0.2241,0.2241,0.2281,0.2443,0.224,0.2406,0.2405,554.0,129.6627,5749.0,2024-09-25,169,0.01100000000000012
10006955.SH,南方中证500ETF期权2404认购5.25,C,5.25,20240229,20240424,2024-04-10,SSE,0.197,0.197,0.2014,0.2014,0.122,0.1451,0.1451,112070.0,16972.2509,40629.0,2024-04-24,14,0.11099999999999977
10007076.SH,南方中证500ETF期权2405认购5.413,C,5.413,20240328,20240522,2024-04-10,SSE,0.1001,0.1001,0.0989,0.0997,0.0643,0.0717,0.0717,25052.0,1902.3794,12263.0,2024-05-22,42,0.05200000000000049
10006207.SH,南方中证500ETF期权2406认购5.413,C,5.413,20231026,20240626,2024-04-10,SSE,0.1562,0.1562,0.15,0.152,0.1144,0.1238,0.1238,7147.0,927.2455,14796.0,2024-06-26,77,0.05200000000000049
10006771.SH,南方中证500ETF期权2409认购5.413,C,5.413,20240125,20240925,2024-04-10,SSE,0.2405,0.2406,0.2376,0.2376,0.1986,0.2103,0.2088,1480.0,327.3058,6047.0,2024-09-25,168,0.05200000000000049
10006956.SH,南方中证500ETF期权2404认购5.50,C,5.5,20240229,20240424,2024-04-11,SSE,0.0274,0.0274,0.024,0.0526,0.022,0.0325,0.0325,252977.0,9869.0474,114616.0,2024-04-24,13,0.11399999999999988
10007076.SH,南方中证500ETF期权2405认购5.413,C,5.413,20240328,20240522,2024-04-11,SSE,0.0717,0.0717,0.068,0.1044,0.06,0.081,0.081,28594.0,2462.9184,13628.0,2024-05-22,41,0.027000000000000135
10006207.SH,南方中证500ETF期权2406认购5.413,C,5.413,20231026,20240626,2024-04-11,SSE,0.1238,0.1238,0.12,0.1607,0.1133,0.1338,0.1338,7021.0,976.6632,15145.0,2024-06-26,76,0.027000000000000135
10006771.SH,南方中证500ETF期权2409认购5.413,C,5.413,20240125,20240925,2024-04-11,SSE,0.2088,0.2103,0.21,0.2484,0.21,0.2189,0.2187,1344.0,300.4167,6320.0,2024-09-25,167,0.027000000000000135
10006955.SH,南方中证500ETF期权2404认购5.25,C,5.25,20240229,20240424,2024-04-12,SSE,0.1657,0.1657,0.165,0.1949,0.1322,0.1384,0.1384,99429.0,16146.8643,41189.0,2024-04-24,12,0.1070000000000002
10007076.SH,南方中证500ETF期权2405认购5.413,C,5.413,20240328,20240522,2024-04-12,SSE,0.081,0.081,0.081,0.0942,0.0666,0.0687,0.0687,29681.0,2340.4969,16819.0,2024-05-22,40,0.05600000000000005
10006207.SH,南方中证500ETF期权2406认购5.413,C,5.413,20231026,20240626,2024-04-12,SSE,0.1338,0.1338,0.135,0.1499,0.1173,0.1194,0.1194,5224.0,691.8225,14967.0,2024-06-26,75,0.05600000000000005
10006771.SH,南方中证500ETF期权2409认购5.413,C,5.413,20240125,20240925,2024-04-12,SSE,0.2187,0.2189,0.2298,0.235,0.2059,0.2061,0.2053,426.0,93.8403,6387.0,2024-09-25,166,0.05600000000000005
10006956.SH,南方中证500ETF期权2404认购5.50,C,5.5,20240229,20240424,2024-04-15,SSE,0.023,0.023,0.0245,0.0585,0.018,0.0404,0.0404,314251.0,11742.5634,104686.0,2024-04-24,9,0.07200000000000006
10007076.SH,南方中证500ETF期权2405认购5.413,C,5.413,20240328,20240522,2024-04-15,SSE,0.0687,0.0687,0.0655,0.1137,0.0583,0.0938,0.0938,60913.0,5252.8374,22841.0,2024-05-22,37,0.01499999999999968
10006207.SH,南方中证500ETF期权2406认购5.413,C,5.413,20231026,20240626,2024-04-15,SSE,0.1194,0.1194,0.1194,0.1697,0.1052,0.1488,0.1488,10855.0,1528.6899,14433.0,2024-06-26,72,0.01499999999999968
10006771.SH,南方中证500ETF期权2409认购5.413,C,5.413,20240125,20240925,2024-04-15,SSE,0.2053,0.2061,0.2183,0.2588,0.1858,0.2377,0.2377,1100.0,252.1929,6338.0,2024-09-25,163,0.01499999999999968
10006955.SH,南方中证500ETF期权2404认购5.25,C,5.25,20240229,20240424,2024-04-16,SSE,0.1923,0.1923,0.1795,0.2007,0.0846,0.0949,0.0949,171162.0,22713.7402,54266.0,2024-04-24,8,0.03000000000000025
10007075.SH,南方中证500ETF期权2405认购5.167,C,5.167,20240328,20240522,2024-04-16,SSE,0.235,0.235,0.225,0.2413,0.1463,0.1556,0.1556,26852.0,4973.911,11725.0,2024-05-22,36,0.11300000000000043
10006206.SH,南方中证500ETF期权2406认购5.167,C,5.167,20231026,20240626,2024-04-16,SSE,0.2825,0.2825,0.276,0.2831,0.1963,0.2026,0.2026,4540.0,1064.078,11126.0,2024-06-26,71,0.11300000000000043
10006770.SH,南方中证500ETF期权2409认购5.167,C,5.167,20240125,20240925,2024-04-16,SSE,0.3606,0.3606,0.3482,0.358,0.2817,0.2862,0.2862,802.0,256.9318,2498.0,2024-09-25,162,0.11300000000000043
10006956.SH,南方中证500ETF期权2404认购5.50,C,5.5,20240229,20240424,2024-04-17,SSE,0.0157,0.0157,0.0196,0.0343,0.0159,0.0339,0.0339,307249.0,7603.5444,98437.0,2024-04-24,7,0.07899999999999974
10007076.SH,南方中证500ETF期权2405认购5.413,C,5.413,20240328,20240522,2024-04-17,SSE,0.0576,0.0576,0.061,0.097,0.061,0.096,0.096,66408.0,5223.3054,29795.0,2024-05-22,35,0.008000000000000007
10006207.SH,南方中证500ETF期权2406认购5.413,C,5.413,20231026,20240626,2024-04-17,SSE,0.1022,0.1022,0.1029,0.1514,0.1029,0.1502,0.1502,9658.0,1266.4544,14685.0,2024-06-26,70,0.008000000000000007
10006771.SH,南方中证500ETF期权2409认购5.413,C,5.413,20240125,20240925,2024-04-17,SSE,0.1825,0.1825,0.1976,0.2406,0.1892,0.2395,0.2395,2670.0,576.1384,6745.0,2024-09-25,161,0.008000000000000007
10006956.SH,南方中证500ETF期权2404认购5.50,C,5.5,20240229,20240424,2024-04-18,SSE,0.0339,0.0339,0.0313,0.069,0.0221,0.032,0.032,306665.0,13054.4091,85193.0,2024-04-24,6,0.06899999999999995
10007076.SH,南方中证500ETF期权2405认购5.413,C,5.413,20240328,20240522,2024-04-18,SSE,0.096,0.096,0.0922,0.1383,0.0808,0.104,0.104,59061.0,6560.7371,32323.0,2024-05-22,34,0.017999999999999794
10006207.SH,南方中证500ETF期权2406认购5.413,C,5.413,20231026,20240626,2024-04-18,SSE,0.1502,0.1502,0.1467,0.1943,0.13,0.1598,0.1598,10510.0,1755.3588,14302.0,2024-06-26,69,0.017999999999999794
10006771.SH,南方中证500ETF期权2409认购5.413,C,5.413,20240125,20240925,2024-04-18,SSE,0.2395,0.2395,0.2271,0.2859,0.2222,0.2507,0.2507,2101.0,544.1091,6066.0,2024-09-25,160,0.017999999999999794
10006956.SH,南方中证500ETF期权2404认购5.50,C,5.5,20240229,20240424,2024-04-19,SSE,0.032,0.032,0.028,0.0435,0.0137,0.0146,0.0146,243059.0,5800.0916,86501.0,2024-04-24,5,0.10599999999999987
10007076.SH,南方中证500ETF期权2405认购5.413,C,5.413,20240328,20240522,2024-04-19,SSE,0.104,0.104,0.1012,0.1169,0.0791,0.0832,0.0832,66726.0,6190.9633,43678.0,2024-05-22,33,0.019000000000000128
10006207.SH,南方中证500ETF期权2406认购5.413,C,5.413,20231026,20240626,2024-04-19,SSE,0.1598,0.1598,0.1526,0.1724,0.1355,0.14,0.1396,5999.0,884.5117,14479.0,2024-06-26,68,0.019000000000000128
10006771.SH,南方中证500ETF期权2409认购5.413,C,5.413,20240125,20240925,2024-04-19,SSE,0.2507,0.2507,0.2459,0.2638,0.2255,0.2315,0.2315,916.0,222.3299,6120.0,2024-09-25,159,0.019000000000000128
10006955.SH,南方中证500ETF期权2404认购5.25,C,5.25,20240229,20240424,2024-04-22,SSE,0.1518,0.1518,0.1518,0.1855,0.1033,0.1044,0.1044,117850.0,15465.4224,25437.0,2024-04-24,2,0.0990000000000002
10007076.SH,南方中证500ETF期权2405认购5.413,C,5.413,20240328,20240522,2024-04-22,SSE,0.0832,0.0832,0.0832,0.0935,0.0632,0.0636,0.0636,98817.0,7459.3554,62490.0,2024-05-22,30,0.06400000000000006
10006207.SH,南方中证500ETF期权2406认购5.413,C,5.413,20231026,20240626,2024-04-22,SSE,0.1396,0.14,0.1324,0.1518,0.1177,0.1184,0.1185,7081.0,918.5369,14775.0,2024-06-26,65,0.06400000000000006
10006771.SH,南方中证500ETF期权2409认购5.413,C,5.413,20240125,20240925,2024-04-22,SSE,0.2315,0.2315,0.2236,0.244,0.2101,0.2143,0.2111,1313.0,291.9671,5934.0,2024-09-25,156,0.06400000000000006
10006955.SH,南方中证500ETF期权2404认购5.25,C,5.25,20240229,20240424,2024-04-23,SSE,0.1044,0.1044,0.1148,0.1288,0.0418,0.0463,0.0463,188427.0,12406.5946,26252.0,2024-04-24,1,0.03699999999999992
10007075.SH,南方中证500ETF期权2405认购5.167,C,5.167,20240328,20240522,2024-04-23,SSE,0.1799,0.1799,0.1838,0.1999,0.1381,0.1407,0.1407,60953.0,9269.7828,29162.0,2024-05-22,29,0.1200000000000001
10006206.SH,南方中证500ETF期权2406认购5.167,C,5.167,20231026,20240626,2024-04-23,SSE,0.2367,0.2367,0.2351,0.2516,0.196,0.1989,0.1989,4339.0,914.8401,11407.0,2024-06-26,64,0.1200000000000001
10006770.SH,南方中证500ETF期权2409认购5.167,C,5.167,20240125,20240925,2024-04-23,SSE,0.3264,0.3286,0.33,0.33,0.285,0.2876,0.2876,700.0,208.8781,2624.0,2024-09-25,155,0.1200000000000001
10006955.SH,南方中证500ETF期权2404认购5.25,C,5.25,20240229,20240424,2024-04-24,SSE,0.0463,0.0463,0.065,0.1,0.0325,0.1,0.099,134971.0,7642.24,5135.0,2024-04-24,0,0.0990000000000002
10007076.SH,南方中证500ETF期权2405认购5.413,C,5.413,20240328,20240522,2024-04-24,SSE,0.0453,0.0453,0.0497,0.0545,0.04,0.053,0.053,115431.0,5475.0575,90872.0,2024-05-22,28,0.06400000000000006
10006207.SH,南方中证500ETF期权2406认购5.413,C,5.413,20231026,20240626,2024-04-24,SSE,0.0951,0.0951,0.0967,0.1122,0.0882,0.1107,0.1107,9835.0,999.5063,16845.0,2024-06-26,63,0.06400000000000006
10006771.SH,南方中证500ETF期权2409认购5.413,C,5.413,20240125,20240925,2024-04-24,SSE,0.1826,0.182,0.1873,0.2038,0.1745,0.2012,0.2012,1017.0,194.6127,5805.0,2024-09-25,154,0.06400000000000006
10007076.SH,南方中证500ETF期权2405认购5.413,C,5.413,20240328,20240522,2024-04-25,SSE,0.053,0.053,0.0499,0.0588,0.0404,0.0442,0.0442,166191.0,8059.1476,99782.0,2024-05-22,27,0.07200000000000006
10006207.SH,南方中证500ETF期权2406认购5.413,C,5.413,20231026,20240626,2024-04-25,SSE,0.1107,0.1107,0.1072,0.1184,0.0947,0.1022,0.1022,13630.0,1434.2769,18538.0,2024-06-26,62,0.07200000000000006
10006771.SH,南方中证500ETF期权2409认购5.413,C,5.413,20240125,20240925,2024-04-25,SSE,0.2012,0.2012,0.191,0.2129,0.1859,0.1936,0.1936,2827.0,556.6669,5993.0,2024-09-25,153,0.07200000000000006
10007180.SH,南方中证500ETF期权2412认购5.413,C,5.413,20240425,20241225,2024-04-25,SSE,0.2811,,0.2666,0.2666,0.2274,0.2486,0.2464,183.0,44.8563,163.0,2024-12-25,244,0.07200000000000006
10007076.SH,南方中证500ETF期权2405认购5.413,C,5.413,20240328,20240522,2024-04-26,SSE,0.0442,0.0442,0.0477,0.1059,0.0477,0.0963,0.0963,279739.0,21182.9305,80551.0,2024-05-22,26,0.04800000000000004
10006207.SH,南方中证500ETF期权2406认购5.413,C,5.413,20231026,20240626,2024-04-26,SSE,0.1022,0.1022,0.1035,0.1736,0.1035,0.1666,0.1661,22368.0,3129.1985,22196.0,2024-06-26,61,0.04800000000000004
10006771.SH,南方中证500ETF期权2409认购5.413,C,5.413,20240125,20240925,2024-04-26,SSE,0.1936,0.1936,0.2077,0.2695,0.2038,0.2632,0.2626,6539.0,1549.3943,6564.0,2024-09-25,152,0.04800000000000004
10007180.SH,南方中证500ETF期权2412认购5.413,C,5.413,20240425,20241225,2024-04-26,SSE,0.2464,0.2486,0.2674,0.3238,0.26,0.3181,0.3163,541.0,155.6962,284.0,2024-12-25,243,0.04800000000000004
10007077.SH,南方中证500ETF期权2405认购5.659,C,5.659,20240328,20240522,2024-04-29,SSE,0.0277,0.0277,0.03,0.0664,0.0297,0.0522,0.0522,268704.0,13630.2403,54810.0,2024-05-22,23,0.09199999999999964
10006208.SH,南方中证500ETF期权2406认购5.659,C,5.659,20231026,20240626,2024-04-29,SSE,0.0754,0.0754,0.075,0.1306,0.075,0.1186,0.1186,22180.0,2501.848,19682.0,2024-06-26,58,0.09199999999999964
10006772.SH,南方中证500ETF期权2409认购5.659,C,5.659,20240125,20240925,2024-04-29,SSE,0.1655,0.1652,0.1697,0.2291,0.1697,0.2172,0.2172,8183.0,1707.297,5465.0,2024-09-25,149,0.09199999999999964
10007181.SH,南方中证500ETF期权2412认购5.659,C,5.659,20240425,20241225,2024-04-29,SSE,0.2211,0.2211,0.226,0.2918,0.226,0.2802,0.2802,840.0,219.9384,584.0,2024-12-25,240,0.09199999999999964
10007076.SH,南方中证500ETF期权2405认购5.413,C,5.413,20240328,20240522,2024-04-30,SSE,0.159,0.159,0.1583,0.1676,0.1222,0.1227,0.1227,132024.0,18395.9133,70836.0,2024-05-22,22,0.11599999999999966
10006207.SH,南方中证500ETF期权2406认购5.413,C,5.413,20231026,20240626,2024-04-30,SSE,0.2306,0.2306,0.2251,0.2389,0.196,0.1964,0.1964,12603.0,2687.3484,25703.0,2024-06-26,57,0.11599999999999966
10006771.SH,南方中证500ETF期权2409认购5.413,C,5.413,20240125,20240925,2024-04-30,SSE,0.3301,0.3301,0.3325,0.3353,0.2966,0.2966,0.2966,3903.0,1207.3861,6734.0,2024-09-25,148,0.11599999999999966
10007180.SH,南方中证500ETF期权2412认购5.413,C,5.413,20240425,20241225,2024-04-30,SSE,0.39,0.39,0.3893,0.3893,0.3326,0.3326,0.3326,629.0,223.6688,666.0,2024-12-25,239,0.11599999999999966
10007077.SH,南方中证500ETF期权2405认购5.659,C,5.659,20240328,20240522,2024-05-06,SSE,0.0317,0.0317,0.052,0.0598,0.0371,0.04,0.04,186331.0,8907.5473,69428.0,2024-05-22,16,0.04499999999999993
10006208.SH,南方中证500ETF期权2406认购5.659,C,5.659,20231026,20240626,2024-05-06,SSE,0.0912,0.0912,0.121,0.13,0.1068,0.113,0.113,19394.0,2321.8394,24132.0,2024-06-26,51,0.04499999999999993
10006772.SH,南方中证500ETF期权2409认购5.659,C,5.659,20240125,20240925,2024-05-06,SSE,0.1905,0.1905,0.2041,0.2343,0.2041,0.2127,0.2127,5523.0,1220.3516,6642.0,2024-09-25,142,0.04499999999999993
10007181.SH,南方中证500ETF期权2412认购5.659,C,5.659,20240425,20241225,2024-05-06,SSE,0.2491,0.2491,0.2941,0.2941,0.2693,0.2782,0.2754,364.0,103.8185,641.0,2024-12-25,233,0.04499999999999993
10007077.SH,南方中证500ETF期权2405认购5.659,C,5.659,20240328,20240522,2024-05-07,SSE,0.04,0.04,0.038,0.0456,0.0301,0.034,0.034,123002.0,4458.6491,70894.0,2024-05-22,15,0.045999999999999375
10006208.SH,南方中证500ETF期权2406认购5.659,C,5.659,20231026,20240626,2024-05-07,SSE,0.113,0.113,0.11,0.1215,0.0968,0.1041,0.1041,12063.0,1300.7505,25452.0,2024-06-26,50,0.045999999999999375
10006772.SH,南方中证500ETF期权2409认购5.659,C,5.659,20240125,20240925,2024-05-07,SSE,0.2127,0.2127,0.2111,0.2199,0.1945,0.203,0.203,3516.0,720.3472,6269.0,2024-09-25,141,0.045999999999999375
10007181.SH,南方中证500ETF期权2412认购5.659,C,5.659,20240425,20241225,2024-05-07,SSE,0.2754,0.2782,0.2738,0.2787,0.26,0.2654,0.2654,169.0,45.5335,612.0,2024-12-25,232,0.045999999999999375
10007077.SH,南方中证500ETF期权2405认购5.659,C,5.659,20240328,20240522,2024-05-08,SSE,0.034,0.034,0.0319,0.032,0.016,0.0169,0.0169,115759.0,2427.6584,84081.0,2024-05-22,14,0.11699999999999999
10006208.SH,南方中证500ETF期权2406认购5.659,C,5.659,20231026,20240626,2024-05-08,SSE,0.1041,0.1041,0.1026,0.1026,0.0745,0.0748,0.0748,16165.0,1354.1701,28944.0,2024-06-26,49,0.11699999999999999
10006772.SH,南方中证500ETF期权2409认购5.659,C,5.659,20240125,20240925,2024-05-08,SSE,0.203,0.203,0.2,0.2,0.1673,0.1677,0.1677,4947.0,879.4194,6027.0,2024-09-25,140,0.11699999999999999
10007181.SH,南方中证500ETF期权2412认购5.659,C,5.659,20240425,20241225,2024-05-08,SSE,0.2654,0.2654,0.2479,0.2479,0.23,0.23,0.23,198.0,47.636,583.0,2024-12-25,231,0.11699999999999999
10007077.SH,南方中证500ETF期权2405认购5.659,C,5.659,20240328,20240522,2024-05-09,SSE,0.0169,0.0169,0.0175,0.0491,0.0173,0.0368,0.0368,247801.0,9442.8725,76241.0,2024-05-22,13,0.016000000000000014
10006208.SH,南方中证500ETF期权2406认购5.659,C,5.659,20231026,20240626,2024-05-09,SSE,0.0748,0.0748,0.0745,0.1231,0.0745,0.111,0.111,25000.0,2701.4283,28613.0,2024-06-26,48,0.016000000000000014
10006772.SH,南方中证500ETF期权2409认购5.659,C,5.659,20240125,20240925,2024-05-09,SSE,0.1677,0.1677,0.178,0.2259,0.178,0.212,0.212,6345.0,1343.2303,5824.0,2024-09-25,139,0.016000000000000014
10007181.SH,南方中证500ETF期权2412认购5.659,C,5.659,20240425,20241225,2024-05-09,SSE,0.23,0.23,0.2443,0.2874,0.2421,0.2755,0.2755,262.0,70.6982,620.0,2024-12-25,230,0.016000000000000014
10007077.SH,南方中证500ETF期权2405认购5.659,C,5.659,20240328,20240522,2024-05-10,SSE,0.0368,0.0368,0.043,0.0467,0.0207,0.0275,0.0275,188803.0,5251.5733,84793.0,2024-05-22,12,0.03599999999999959
10006208.SH,南方中证500ETF期权2406认购5.659,C,5.659,20231026,20240626,2024-05-10,SSE,0.111,0.111,0.1125,0.1232,0.0867,0.1002,0.1002,23304.0,2280.5126,30692.0,2024-06-26,47,0.03599999999999959
10006772.SH,南方中证500ETF期权2409认购5.659,C,5.659,20240125,20240925,2024-05-10,SSE,0.212,0.212,0.2199,0.2199,0.1819,0.2003,0.2003,4421.0,856.164,6226.0,2024-09-25,138,0.03599999999999959
10007181.SH,南方中证500ETF期权2412认购5.659,C,5.659,20240425,20241225,2024-05-10,SSE,0.2755,0.2755,0.2652,0.2721,0.248,0.2669,0.2669,450.0,117.5091,757.0,2024-12-25,229,0.03599999999999959
10007077.SH,南方中证500ETF期权2405认购5.659,C,5.659,20240328,20240522,2024-05-13,SSE,0.0275,0.0275,0.019,0.0248,0.0133,0.0187,0.0187,178691.0,3390.9014,79522.0,2024-05-22,9,0.0649999999999995
10006208.SH,南方中证500ETF期权2406认购5.659,C,5.659,20231026,20240626,2024-05-13,SSE,0.1002,0.1002,0.0881,0.0965,0.0734,0.0866,0.0866,28689.0,2454.1029,33637.0,2024-06-26,44,0.0649999999999995
10006772.SH,南方中证500ETF期权2409认购5.659,C,5.659,20240125,20240925,2024-05-13,SSE,0.2003,0.2003,0.1816,0.1969,0.1655,0.1869,0.1868,2765.0,512.2359,6209.0,2024-09-25,135,0.0649999999999995
10007181.SH,南方中证500ETF期权2412认购5.659,C,5.659,20240425,20241225,2024-05-13,SSE,0.2669,0.2669,0.2429,0.2618,0.2337,0.2455,0.2522,339.0,82.905,795.0,2024-12-25,226,0.0649999999999995
10007077.SH,南方中证500ETF期权2405认购5.659,C,5.659,20240328,20240522,2024-05-14,SSE,0.0187,0.0187,0.0222,0.03,0.0147,0.0157,0.0157,170314.0,3299.6647,90722.0,2024-05-22,8,0.07099999999999973
10006208.SH,南方中证500ETF期权2406认购5.659,C,5.659,20231026,20240626,2024-05-14,SSE,0.0866,0.0866,0.0864,0.105,0.078,0.0838,0.0838,23374.0,2039.5154,36977.0,2024-06-26,43,0.07099999999999973
10006772.SH,南方中证500ETF期权2409认购5.659,C,5.659,20240125,20240925,2024-05-14,SSE,0.1868,0.1869,0.2,0.2095,0.1767,0.1853,0.1853,2147.0,403.8139,6171.0,2024-09-25,134,0.07099999999999973
10007181.SH,南方中证500ETF期权2412认购5.659,C,5.659,20240425,20241225,2024-05-14,SSE,0.2522,0.2455,0.2623,0.2725,0.2446,0.259,0.2517,119.0,30.1923,814.0,2024-12-25,225,0.07099999999999973
10007077.SH,南方中证500ETF期权2405认购5.659,C,5.659,20240328,20240522,2024-05-15,SSE,0.0157,0.0157,0.0164,0.0164,0.0054,0.0069,0.0069,131877.0,1371.2345,98381.0,2024-05-22,7,0.1200000000000001
10006208.SH,南方中证500ETF期权2406认购5.659,C,5.659,20231026,20240626,2024-05-15,SSE,0.0838,0.0838,0.0818,0.083,0.0625,0.0635,0.0635,28309.0,2070.3019,41063.0,2024-06-26,42,0.1200000000000001
10006772.SH,南方中证500ETF期权2409认购5.659,C,5.659,20240125,20240925,2024-05-15,SSE,0.1853,0.1853,0.1796,0.1824,0.1607,0.162,0.162,1642.0,284.4312,6279.0,2024-09-25,133,0.1200000000000001
10007181.SH,南方中证500ETF期权2412认购5.659,C,5.659,20240425,20241225,2024-05-15,SSE,0.2517,0.259,0.2366,0.2489,0.225,0.226,0.226,248.0,59.1246,872.0,2024-12-25,224,0.1200000000000001
10007076.SH,南方中证500ETF期权2405认购5.413,C,5.413,20240328,20240522,2024-05-16,SSE,0.0795,0.0795,0.0947,0.104,0.0477,0.0563,0.0563,276542.0,22063.5668,73177.0,2024-05-22,6,0.09999999999999964
10006207.SH,南方中证500ETF期权2406认购5.413,C,5.413,20231026,20240626,2024-05-16,SSE,0.1627,0.1627,0.1728,0.188,0.1361,0.1457,0.1457,29780.0,4898.5231,32899.0,2024-06-26,41,0.09999999999999964
10006771.SH,南方中证500ETF期权2409认购5.413,C,5.413,20240125,20240925,2024-05-16,SSE,0.2677,0.2677,0.2854,0.2873,0.2429,0.2523,0.2523,2058.0,555.5284,6780.0,2024-09-25,132,0.09999999999999964
10007180.SH,南方中证500ETF期权2412认购5.413,C,5.413,20240425,20241225,2024-05-16,SSE,0.33,0.33,0.3526,0.3526,0.3062,0.3143,0.3143,586.0,192.5416,1198.0,2024-12-25,223,0.09999999999999964
10007265.SH,南方中证500ETF期权2405认购5.50,C,5.5,20240517,20240522,2024-05-17,SSE,0.0206,,0.0205,0.0489,0.0136,0.044,0.044,109385.0,2624.5588,13242.0,2024-05-22,5,0.0039999999999995595
10007283.SH,南方中证500ETF期权2406认购5.50,C,5.5,20240517,20240626,2024-05-17,SSE,0.1042,,0.109,0.1442,0.0963,0.1378,0.1378,35222.0,4000.7306,8992.0,2024-06-26,40,0.0039999999999995595
