ts_code,name,opt_code,opt_type,call_put,exercise_price,maturity_date,list_date,delist_date
10008104.SH,南方中证500ETF期权2412认购7.00,OP510500.SH,ETF期权,C,7.0,20241225,20241008,20241225
10008105.SH,南方中证500ETF期权2412认沽6.75,OP510500.SH,ETF期权,P,6.75,20241225,20241008,20241225
10008106.SH,南方中证500ETF期权2412认沽7.00,OP510500.SH,ETF期权,P,7.0,20241225,20241008,20241225
10008107.SH,南方中证500ETF期权2503认购6.64,OP510500.SH,ETF期权,C,6.64,20250326,20241008,20250326
10008108.SH,南方中证500ETF期权2503认购6.886,OP510500.SH,ETF期权,C,6.886,20250326,20241008,20250326
10008109.SH,南方中证500ETF期权2503认沽6.64,OP510500.SH,ETF期权,P,6.64,20250326,20241008,20250326
10008110.SH,南方中证500ETF期权2503认沽6.886,OP510500.SH,ETF期权,P,6.886,20250326,20241008,20250326
10004988.SH,南方中证500ETF期权2302认沽6.00,OP510500.SH,ETF期权,P,6.0,20230222,20221229,20230222
10007640.SH,南方中证500ETF期权2503认沽4.23,OP510500.SH,ETF期权,P,4.23,20250326,20240725,20250326
10007973.SH,南方中证500ETF期权2410认沽5.75,OP510500.SH,ETF期权,P,5.75,20241023,20240927,20241023
